"id","id_first","id_second","weight"
"-1540772778-1462333422",-1540772778,-1462333422,1
"-1540772778567987283",-1540772778,567987283,1
"-1540772778-1988286448",-1540772778,-1988286448,1
"-1540772778-1878859758",-1540772778,-1878859758,1
"-15407727781293475915",-1540772778,1293475915,1
"-1540772778-1355480031",-1540772778,-1355480031,1
"-1540772778-1654012912",-1540772778,-1654012912,1
"1311729680567987283",1311729680,567987283,1
"13117296801293475915",1311729680,1293475915,1
"1311729680-1355480031",1311729680,-1355480031,1
"20274217202018407448",2027421720,2018407448,1
"-2588589892018407448",-258858989,2018407448,1
"-17377679042018407448",-1737767904,2018407448,1
"1685750805-1737767904",1685750805,-1737767904,1
"16857508052018407448",1685750805,2018407448,1
"880983060-1737767904",880983060,-1737767904,1
"8809830601685750805",880983060,1685750805,1
"8809830602018407448",880983060,2018407448,1
"2018407448-1737767904",2018407448,-1737767904,1
"20184074481685750805",2018407448,1685750805,1
"2018407448880983060",2018407448,880983060,1
"-1783944163-1737767904",-1783944163,-1737767904,1
"-17839441631685750805",-1783944163,1685750805,1
"-1783944163880983060",-1783944163,880983060,1
"-401606630-1782169533",-401606630,-1782169533,3
"-1462352821-732231652",-1462352821,-732231652,3
"-401606630-401606627",-401606630,-401606627,1
"-1354555373-1102650350",-1354555373,-1102650350,1
"-1354555373-1829159920",-1354555373,-1829159920,1
"-1354555373-512558056",-1354555373,-512558056,1
"-1354555373378050594",-1354555373,378050594,1
"-1354555373-1829159916",-1354555373,-1829159916,1
"-1354555373-1354555363",-1354555373,-1354555363,1
"-1354555373-2023896030",-1354555373,-2023896030,1
"-1102650350-1354555373",-1102650350,-1354555373,1
"-1102650350-1829159920",-1102650350,-1829159920,1
"-1102650350-512558056",-1102650350,-512558056,1
"-1102650350378050594",-1102650350,378050594,1
"-1102650350-1829159916",-1102650350,-1829159916,1
"-1102650350-1354555363",-1102650350,-1354555363,1
"-1102650350-2023896030",-1102650350,-2023896030,1
"-2023896040-512558056",-2023896040,-512558056,1
"-2023896040-1829159916",-2023896040,-1829159916,1
"-2023896040-1354555363",-2023896040,-1354555363,1
"-1829159920-1354555373",-1829159920,-1354555373,1
"-1829159920-1102650350",-1829159920,-1102650350,1
"-1829159920-512558056",-1829159920,-512558056,1
"-1829159920378050594",-1829159920,378050594,1
"-1829159920-1829159916",-1829159920,-1829159916,1
"-1829159920-1354555363",-1829159920,-1354555363,1
"-1829159920-2023896030",-1829159920,-2023896030,1
"-512558056-1354555373",-512558056,-1354555373,1
"-512558056-1102650350",-512558056,-1102650350,1
"-512558056-2023896040",-512558056,-2023896040,1
"-512558056-1829159920",-512558056,-1829159920,1
"-512558056378050594",-512558056,378050594,1
"-512558056-1829159916",-512558056,-1829159916,1
"-512558056-1354555363",-512558056,-1354555363,1
"-512558056-2023896030",-512558056,-2023896030,1
"378050594-1354555373",378050594,-1354555373,1
"378050594-1102650350",378050594,-1102650350,1
"378050594-1829159920",378050594,-1829159920,1
"378050594-512558056",378050594,-512558056,1
"378050594-1829159916",378050594,-1829159916,1
"378050594-1354555363",378050594,-1354555363,1
"-1829159916-1354555373",-1829159916,-1354555373,1
"-1829159916-1102650350",-1829159916,-1102650350,1
"-1829159916-1829159920",-1829159916,-1829159920,1
"-1829159916378050594",-1829159916,378050594,1
"-1829159916-2023896030",-1829159916,-2023896030,1
"-1354555363-1102650350",-1354555363,-1102650350,1
"-1354555363-1829159920",-1354555363,-1829159920,1
"-1354555363378050594",-1354555363,378050594,1
"-2023896030-1102650350",-2023896030,-1102650350,1
"-2023896030-1829159920",-2023896030,-1829159920,1
"-1829159916-2023896040",-1829159916,-2023896040,1
"-1829159916-512558056",-1829159916,-512558056,1
"-1829159916-1354555363",-1829159916,-1354555363,1
"-1354555363-1354555373",-1354555363,-1354555373,1
"-1354555363-2023896040",-1354555363,-2023896040,1
"-1354555363-512558056",-1354555363,-512558056,1
"-1354555363-1829159916",-1354555363,-1829159916,1
"-2023896030-1354555373",-2023896030,-1354555373,1
"-2023896030-512558056",-2023896030,-512558056,1
"-2023896030-1829159916",-2023896030,-1829159916,1
"-1888369645-707562478",-1888369645,-707562478,1
"-1148053487-707562478",-1148053487,-707562478,1
"-1148053487-1888369645",-1148053487,-1888369645,1
"-657140720-707562478",-657140720,-707562478,1
"-657140720-1888369645",-657140720,-1888369645,1
"-657140720-1148053487",-657140720,-1148053487,1
"1747419169-707562478",1747419169,-707562478,1
"1747419169-1888369645",1747419169,-1888369645,1
"1747419169-1148053487",1747419169,-1148053487,1
"1747419169-657140720",1747419169,-657140720,1
"-492859368-707562478",-492859368,-707562478,1
"-492859368-1888369645",-492859368,-1888369645,1
"-492859368-1148053487",-492859368,-1148053487,1
"-492859368-657140720",-492859368,-657140720,1
"-4928593681747419169",-492859368,1747419169,1
"201736225-707562478",201736225,-707562478,1
"201736225-1888369645",201736225,-1888369645,1
"201736225-1148053487",201736225,-1148053487,1
"-7075624781762214945",-707562478,1762214945,3
"-18883696451747419169",-1888369645,1747419169,3
"-1888369645-492859368",-1888369645,-492859368,3
"-1888369645201736225",-1888369645,201736225,3
"-18883696451762214945",-1888369645,1762214945,3
"-11480534871350062096",-1148053487,1350062096,3
"-1888369645-1382918117",-1888369645,-1382918117,3
"-1888369645988598305",-1888369645,988598305,3
"-1888369645-1248800738",-1888369645,-1248800738,3
"-1888369645201733138",-1888369645,201733138,3
"-1888369645858033170",-1888369645,858033170,3
"-1148053487544833568",-1148053487,544833568,3
"-1888369645858033181",-1888369645,858033181,3
"-1888369645-1661077472",-1888369645,-1661077472,3
"-18883696451234076688",-1888369645,1234076688,3
"-1888369645-1835073504",-1888369645,-1835073504,3
"-18883696451468850195",-1888369645,1468850195,3
"1747419169-492859368",1747419169,-492859368,3
"-11480534871747419169",-1148053487,1747419169,3
"-1148053487-492859368",-1148053487,-492859368,3
"-1148053487201736225",-1148053487,201736225,3
"-11480534871762214945",-1148053487,1762214945,3
"-1148053487-1382918117",-1148053487,-1382918117,3
"-1148053487988598305",-1148053487,988598305,3
"-1148053487-1248800738",-1148053487,-1248800738,3
"-1148053487201733138",-1148053487,201733138,3
"-1148053487858033170",-1148053487,858033170,3
"-1148053487858033181",-1148053487,858033181,3
"-1148053487-1661077472",-1148053487,-1661077472,3
"-11480534871234076688",-1148053487,1234076688,3
"-1148053487-1835073504",-1148053487,-1835073504,3
"-11480534871468850195",-1148053487,1468850195,3
"-707562478-1148053487",-707562478,-1148053487,3
"-657140720-492859368",-657140720,-492859368,3
"-657140720201736225",-657140720,201736225,3
"-6571407201762214945",-657140720,1762214945,3
"-6571407201350062096",-657140720,1350062096,3
"-657140720-1382918117",-657140720,-1382918117,3
"-657140720988598305",-657140720,988598305,3
"1747419169-1248800738",1747419169,-1248800738,3
"-657140720201733138",-657140720,201733138,3
"-657140720858033170",-657140720,858033170,3
"-657140720544833568",-657140720,544833568,3
"-657140720858033181",-657140720,858033181,3
"1747419169-1661077472",1747419169,-1661077472,3
"-6571407201234076688",-657140720,1234076688,3
"-657140720-1835073504",-657140720,-1835073504,3
"-6571407201468850195",-657140720,1468850195,3
"-1888369645-657140720",-1888369645,-657140720,3
"1747419169201736225",1747419169,201736225,3
"17474191691762214945",1747419169,1762214945,3
"17474191691350062096",1747419169,1350062096,3
"-492859368-1382918117",-492859368,-1382918117,3
"1747419169988598305",1747419169,988598305,3
"1747419169201733138",1747419169,201733138,3
"1747419169858033170",1747419169,858033170,3
"1747419169544833568",1747419169,544833568,3
"1747419169858033181",1747419169,858033181,3
"17474191691234076688",1747419169,1234076688,3
"1747419169-1835073504",1747419169,-1835073504,3
"17474191691468850195",1747419169,1468850195,3
"-7075624781747419169",-707562478,1747419169,3
"-492859368201736225",-492859368,201736225,3
"-4928593681762214945",-492859368,1762214945,3
"-4928593681350062096",-492859368,1350062096,3
"-492859368988598305",-492859368,988598305,3
"-492859368-1248800738",-492859368,-1248800738,3
"-492859368201733138",-492859368,201733138,3
"-492859368858033170",-492859368,858033170,3
"-707562478858033181",-707562478,858033181,3
"-492859368858033181",-492859368,858033181,3
"-492859368-1661077472",-492859368,-1661077472,3
"-4928593681234076688",-492859368,1234076688,3
"-492859368-1835073504",-492859368,-1835073504,3
"-4928593681468850195",-492859368,1468850195,3
"-707562478-492859368",-707562478,-492859368,3
"-7075624781350062096",-707562478,1350062096,3
"-707562478-1382918117",-707562478,-1382918117,3
"-707562478988598305",-707562478,988598305,3
"-707562478-1248800738",-707562478,-1248800738,3
"-707562478201733138",-707562478,201733138,3
"-707562478858033170",-707562478,858033170,3
"-707562478544833568",-707562478,544833568,3
"-707562478-1661077472",-707562478,-1661077472,3
"-7075624781234076688",-707562478,1234076688,3
"-707562478-1835073504",-707562478,-1835073504,3
"-7075624781468850195",-707562478,1468850195,3
"-707562478201736225",-707562478,201736225,3
"201736225-657140720",201736225,-657140720,1
"2017362251747419169",201736225,1747419169,1
"201736225-492859368",201736225,-492859368,1
"1762214945-707562478",1762214945,-707562478,1
"1762214945-1888369645",1762214945,-1888369645,1
"1762214945-1148053487",1762214945,-1148053487,1
"1762214945-657140720",1762214945,-657140720,1
"17622149451747419169",1762214945,1747419169,1
"1762214945-492859368",1762214945,-492859368,1
"1762214945201736225",1762214945,201736225,1
"1350062096-707562478",1350062096,-707562478,1
"1350062096-1148053487",1350062096,-1148053487,1
"1350062096-657140720",1350062096,-657140720,1
"13500620961747419169",1350062096,1747419169,1
"1350062096-492859368",1350062096,-492859368,1
"1350062096201736225",1350062096,201736225,1
"13500620961762214945",1350062096,1762214945,1
"-1382918117-707562478",-1382918117,-707562478,1
"-1382918117-1888369645",-1382918117,-1888369645,1
"-1382918117-1148053487",-1382918117,-1148053487,1
"-1382918117-657140720",-1382918117,-657140720,1
"-13829181171747419169",-1382918117,1747419169,1
"-1382918117-492859368",-1382918117,-492859368,1
"-1382918117201736225",-1382918117,201736225,1
"-13829181171762214945",-1382918117,1762214945,1
"-13829181171350062096",-1382918117,1350062096,1
"988598305-707562478",988598305,-707562478,1
"988598305-1888369645",988598305,-1888369645,1
"988598305-1148053487",988598305,-1148053487,1
"988598305-657140720",988598305,-657140720,1
"9885983051747419169",988598305,1747419169,1
"988598305-492859368",988598305,-492859368,1
"988598305201736225",988598305,201736225,1
"9885983051350062096",988598305,1350062096,1
"988598305-1382918117",988598305,-1382918117,1
"-1248800738-707562478",-1248800738,-707562478,1
"-1248800738-1888369645",-1248800738,-1888369645,1
"-1248800738-1148053487",-1248800738,-1148053487,1
"-12488007381747419169",-1248800738,1747419169,1
"-1248800738-492859368",-1248800738,-492859368,1
"-1248800738201736225",-1248800738,201736225,1
"-12488007381762214945",-1248800738,1762214945,1
"-12488007381350062096",-1248800738,1350062096,1
"-1248800738-1382918117",-1248800738,-1382918117,1
"-1248800738988598305",-1248800738,988598305,1
"201733138-707562478",201733138,-707562478,1
"201733138-1888369645",201733138,-1888369645,1
"201733138-1148053487",201733138,-1148053487,1
"201733138-657140720",201733138,-657140720,1
"2017331381747419169",201733138,1747419169,1
"201733138-492859368",201733138,-492859368,1
"2017331381762214945",201733138,1762214945,1
"2017331381350062096",201733138,1350062096,1
"201733138-1382918117",201733138,-1382918117,1
"201733138988598305",201733138,988598305,1
"201733138-1248800738",201733138,-1248800738,1
"858033170-707562478",858033170,-707562478,1
"858033170-1888369645",858033170,-1888369645,1
"858033170-1148053487",858033170,-1148053487,1
"17622149451350062096",1762214945,1350062096,3
"1762214945-1382918117",1762214945,-1382918117,3
"1350062096988598305",1350062096,988598305,3
"1762214945-1248800738",1762214945,-1248800738,3
"1762214945858033170",1762214945,858033170,3
"1762214945544833568",1762214945,544833568,3
"1762214945858033181",1762214945,858033181,3
"17622149451234076688",1762214945,1234076688,3
"1762214945-1835073504",1762214945,-1835073504,3
"17622149451468850195",1762214945,1468850195,3
"201736225544833568",201736225,544833568,3
"1350062096-1382918117",1350062096,-1382918117,3
"-1382918117-1248800738",-1382918117,-1248800738,3
"1350062096201733138",1350062096,201733138,3
"1350062096858033170",1350062096,858033170,3
"-1382918117544833568",-1382918117,544833568,3
"1350062096858033181",1350062096,858033181,3
"1350062096-1661077472",1350062096,-1661077472,3
"13500620961234076688",1350062096,1234076688,3
"1350062096-1835073504",1350062096,-1835073504,3
"13500620961468850195",1350062096,1468850195,3
"2017362251350062096",201736225,1350062096,3
"-1382918117988598305",-1382918117,988598305,3
"988598305201733138",988598305,201733138,3
"-1382918117858033170",-1382918117,858033170,3
"-1382918117858033181",-1382918117,858033181,3
"-1382918117-1661077472",-1382918117,-1661077472,3
"-13829181171234076688",-1382918117,1234076688,3
"-1382918117-1835073504",-1382918117,-1835073504,3
"9885983051468850195",988598305,1468850195,3
"201736225-1382918117",201736225,-1382918117,3
"988598305-1248800738",988598305,-1248800738,3
"-1248800738201733138",-1248800738,201733138,3
"988598305858033170",988598305,858033170,3
"988598305544833568",988598305,544833568,3
"988598305858033181",988598305,858033181,3
"988598305-1661077472",988598305,-1661077472,3
"9885983051234076688",988598305,1234076688,3
"988598305-1835073504",988598305,-1835073504,3
"201736225988598305",201736225,988598305,3
"201736225858033181",201736225,858033181,3
"-1248800738858033170",-1248800738,858033170,3
"-1248800738544833568",-1248800738,544833568,3
"-1248800738858033181",-1248800738,858033181,3
"201733138-1661077472",201733138,-1661077472,3
"-12488007381234076688",-1248800738,1234076688,3
"-1248800738-1835073504",-1248800738,-1835073504,3
"-12488007381468850195",-1248800738,1468850195,3
"201736225-1248800738",201736225,-1248800738,3
"201733138858033170",201733138,858033170,3
"201733138544833568",201733138,544833568,3
"201733138858033181",201733138,858033181,3
"2017331381234076688",201733138,1234076688,3
"201733138-1835073504",201733138,-1835073504,3
"2017331381468850195",201733138,1468850195,3
"1762214945201733138",1762214945,201733138,3
"1762214945-1661077472",1762214945,-1661077472,3
"2017362251234076688",201736225,1234076688,3
"201736225-1835073504",201736225,-1835073504,3
"2017362251468850195",201736225,1468850195,3
"201736225858033170",201736225,858033170,3
"858033170-657140720",858033170,-657140720,1
"8580331701747419169",858033170,1747419169,1
"858033170-492859368",858033170,-492859368,1
"858033170201736225",858033170,201736225,1
"8580331701762214945",858033170,1762214945,1
"8580331701350062096",858033170,1350062096,1
"858033170-1382918117",858033170,-1382918117,1
"858033170988598305",858033170,988598305,1
"858033170-1248800738",858033170,-1248800738,1
"858033170201733138",858033170,201733138,1
"544833568-707562478",544833568,-707562478,1
"544833568-1148053487",544833568,-1148053487,1
"544833568-657140720",544833568,-657140720,1
"5448335681747419169",544833568,1747419169,1
"544833568-492859368",544833568,-492859368,1
"544833568201736225",544833568,201736225,1
"5448335681762214945",544833568,1762214945,1
"544833568-1382918117",544833568,-1382918117,1
"544833568988598305",544833568,988598305,1
"544833568-1248800738",544833568,-1248800738,1
"544833568201733138",544833568,201733138,1
"544833568858033170",544833568,858033170,1
"858033181-707562478",858033181,-707562478,1
"858033181-1888369645",858033181,-1888369645,1
"858033181-1148053487",858033181,-1148053487,1
"858033181-657140720",858033181,-657140720,1
"8580331811747419169",858033181,1747419169,1
"858033181-492859368",858033181,-492859368,1
"858033181201736225",858033181,201736225,1
"8580331811762214945",858033181,1762214945,1
"8580331811350062096",858033181,1350062096,1
"858033181-1382918117",858033181,-1382918117,1
"858033181988598305",858033181,988598305,1
"858033181-1248800738",858033181,-1248800738,1
"858033181201733138",858033181,201733138,1
"858033181858033170",858033181,858033170,1
"858033181544833568",858033181,544833568,1
"-1661077472-707562478",-1661077472,-707562478,1
"-1661077472-1888369645",-1661077472,-1888369645,1
"-1661077472-1148053487",-1661077472,-1148053487,1
"-16610774721747419169",-1661077472,1747419169,1
"-1661077472-492859368",-1661077472,-492859368,1
"-1661077472201736225",-1661077472,201736225,1
"-16610774721762214945",-1661077472,1762214945,1
"-16610774721350062096",-1661077472,1350062096,1
"-1661077472-1382918117",-1661077472,-1382918117,1
"-1661077472988598305",-1661077472,988598305,1
"-1661077472201733138",-1661077472,201733138,1
"-1661077472858033170",-1661077472,858033170,1
"-1661077472544833568",-1661077472,544833568,1
"-1661077472858033181",-1661077472,858033181,1
"1234076688-707562478",1234076688,-707562478,1
"1234076688-1888369645",1234076688,-1888369645,1
"1234076688-1148053487",1234076688,-1148053487,1
"1234076688-657140720",1234076688,-657140720,1
"12340766881747419169",1234076688,1747419169,1
"1234076688-492859368",1234076688,-492859368,1
"1234076688201736225",1234076688,201736225,1
"12340766881762214945",1234076688,1762214945,1
"12340766881350062096",1234076688,1350062096,1
"1234076688-1382918117",1234076688,-1382918117,1
"1234076688988598305",1234076688,988598305,1
"1234076688-1248800738",1234076688,-1248800738,1
"1234076688201733138",1234076688,201733138,1
"1234076688858033170",1234076688,858033170,1
"1234076688544833568",1234076688,544833568,1
"1234076688858033181",1234076688,858033181,1
"1234076688-1661077472",1234076688,-1661077472,1
"-1835073504-707562478",-1835073504,-707562478,1
"-1835073504-1888369645",-1835073504,-1888369645,1
"-1835073504-1148053487",-1835073504,-1148053487,1
"-1835073504-657140720",-1835073504,-657140720,1
"-18350735041747419169",-1835073504,1747419169,1
"-1835073504-492859368",-1835073504,-492859368,1
"-1835073504201736225",-1835073504,201736225,1
"-18350735041762214945",-1835073504,1762214945,1
"-18350735041350062096",-1835073504,1350062096,1
"-1835073504-1382918117",-1835073504,-1382918117,1
"-1835073504988598305",-1835073504,988598305,1
"-1835073504-1248800738",-1835073504,-1248800738,1
"-1835073504201733138",-1835073504,201733138,1
"-1835073504858033170",-1835073504,858033170,1
"-1835073504544833568",-1835073504,544833568,1
"-1835073504858033181",-1835073504,858033181,1
"-1835073504-1661077472",-1835073504,-1661077472,1
"-18350735041234076688",-1835073504,1234076688,1
"1468850195-707562478",1468850195,-707562478,1
"1468850195-1888369645",1468850195,-1888369645,1
"1468850195-1148053487",1468850195,-1148053487,1
"1468850195-657140720",1468850195,-657140720,1
"14688501951747419169",1468850195,1747419169,1
"1468850195-492859368",1468850195,-492859368,1
"1468850195201736225",1468850195,201736225,1
"14688501951762214945",1468850195,1762214945,1
"14688501951350062096",1468850195,1350062096,1
"1468850195-1382918117",1468850195,-1382918117,1
"1468850195988598305",1468850195,988598305,1
"1468850195-1248800738",1468850195,-1248800738,1
"1468850195201733138",1468850195,201733138,1
"1468850195858033170",1468850195,858033170,1
"1468850195544833568",1468850195,544833568,1
"1468850195858033181",1468850195,858033181,1
"1468850195-1661077472",1468850195,-1661077472,1
"14688501951234076688",1468850195,1234076688,1
"544833568-1661077472",544833568,-1661077472,3
"5448335681234076688",544833568,1234076688,3
"544833568-1835073504",544833568,-1835073504,3
"5448335681468850195",544833568,1468850195,3
"858033170544833568",858033170,544833568,3
"858033181-1661077472",858033181,-1661077472,3
"8580331811234076688",858033181,1234076688,3
"858033181-1835073504",858033181,-1835073504,3
"8580331811468850195",858033181,1468850195,3
"544833568858033181",544833568,858033181,3
"-16610774721234076688",-1661077472,1234076688,3
"-1661077472-1835073504",-1661077472,-1835073504,3
"-16610774721468850195",-1661077472,1468850195,3
"1234076688-1835073504",1234076688,-1835073504,3
"12340766881468850195",1234076688,1468850195,3
"8580331701234076688",858033170,1234076688,3
"-18350735041468850195",-1835073504,1468850195,3
"858033170-1835073504",858033170,-1835073504,3
"8580331701468850195",858033170,1468850195,3
"1468850195-1835073504",1468850195,-1835073504,1
"-2141192176698079250",-2141192176,698079250,1
"-2141192176799549458",-2141192176,799549458,1
"-2141192176-1599332336",-2141192176,-1599332336,1
"-21411921761058355224",-2141192176,1058355224,1
"-2141192176-1398748131",-2141192176,-1398748131,1
"698079250-2141192176",698079250,-2141192176,1
"6980792501058355224",698079250,1058355224,1
"698079250-1398748131",698079250,-1398748131,1
"799549458-2141192176",799549458,-2141192176,1
"7995494581058355224",799549458,1058355224,1
"799549458-1398748131",799549458,-1398748131,1
"-1599332336-2141192176",-1599332336,-2141192176,1
"-15993323361058355224",-1599332336,1058355224,1
"-1599332336-1398748131",-1599332336,-1398748131,1
"1058355224-2141192176",1058355224,-2141192176,1
"1058355224698079250",1058355224,698079250,1
"1058355224799549458",1058355224,799549458,1
"1058355224-1599332336",1058355224,-1599332336,1
"1058355224-1398748131",1058355224,-1398748131,1
"-1398748131-2141192176",-1398748131,-2141192176,1
"-1398748131698079250",-1398748131,698079250,1
"-1398748131799549458",-1398748131,799549458,1
"-1398748131-1599332336",-1398748131,-1599332336,1
"-13987481311058355224",-1398748131,1058355224,1
"-707562478-1888369645",-707562478,-1888369645,3
"-1888369645-1148053487",-1888369645,-1148053487,3
"-707562478-657140720",-707562478,-657140720,3
"-1148053487-657140720",-1148053487,-657140720,3
"-6571407201747419169",-657140720,1747419169,3
"2017362251762214945",201736225,1762214945,3
"1747419169-1382918117",1747419169,-1382918117,3
"1350062096-1248800738",1350062096,-1248800738,3
"-1382918117201733138",-1382918117,201733138,3
"-492859368544833568",-492859368,544833568,3
"858033170858033181",858033170,858033181,3
"201736225-1661077472",201736225,-1661077472,3
"858033170-1661077472",858033170,-1661077472,3
"-13829181171468850195",-1382918117,1468850195,3
"-20359249601461468190",-2035924960,1461468190,1
"1260382232-2035924960",1260382232,-2035924960,1
"16174582081461468190",1617458208,1461468190,1
"16174582081260382232",1617458208,1260382232,1
"-21135666861468973072",-2113566686,1468973072,1
"14614681901391111200",1461468190,1391111200,3
"-20359249602052363296",-2035924960,2052363296,3
"-20359249601721895960",-2035924960,1721895960,3
"16174582081721895960",1617458208,1721895960,3
"-2035924960425803805",-2035924960,425803805,3
"1461468190-2035924960",1461468190,-2035924960,3
"1461468190425803805",1461468190,425803805,3
"-2035924960-1590645728",-2035924960,-1590645728,3
"1461468190-639200240",1461468190,-639200240,3
"1461468190-1495441376",1461468190,-1495441376,3
"12603822321721895960",1260382232,1721895960,3
"1260382232425803805",1260382232,425803805,3
"1260382232-346650592",1260382232,-346650592,3
"-20359249601260382232",-2035924960,1260382232,3
"12603822321617458208",1260382232,1617458208,3
"1260382232-1540790240",1260382232,-1540790240,3
"-2035924960693280",-2035924960,693280,3
"1617458208-1590645728",1617458208,-1590645728,3
"-2035924960994983952",-2035924960,994983952,3
"146146819019379224",1461468190,19379224,3
"1617458208425803805",1617458208,425803805,3
"-20359249601391111200",-2035924960,1391111200,3
"-20359249601461468178",-2035924960,1461468178,3
"-2035924960-523413474",-2035924960,-523413474,3
"-2035924960-346650592",-2035924960,-346650592,3
"-2035924960-639200240",-2035924960,-639200240,3
"-2035924960-1373596648",-2035924960,-1373596648,3
"-2035924960-1495441376",-2035924960,-1495441376,3
"-2035924960-523413488",-2035924960,-523413488,3
"-203592496019379224",-2035924960,19379224,3
"-2035924960-800410603",-2035924960,-800410603,3
"1260382232693280",1260382232,693280,3
"12603822321391111200",1260382232,1391111200,3
"12603822321461468178",1260382232,1461468178,3
"1260382232-1590645728",1260382232,-1590645728,3
"1617458208-523413474",1617458208,-523413474,3
"12603822322052363296",1260382232,2052363296,3
"1260382232-639200240",1260382232,-639200240,3
"1260382232-1373596648",1260382232,-1373596648,3
"1260382232-1495441376",1260382232,-1495441376,3
"1260382232-523413488",1260382232,-523413488,3
"1260382232994983952",1260382232,994983952,3
"126038223219379224",1260382232,19379224,3
"12603822321461468190",1260382232,1461468190,3
"1461468190693280",1461468190,693280,3
"1617458208693280",1617458208,693280,3
"16174582081391111200",1617458208,1391111200,3
"16174582081461468178",1617458208,1461468178,3
"16174582082052363296",1617458208,2052363296,3
"1617458208-346650592",1617458208,-346650592,3
"1617458208-639200240",1617458208,-639200240,3
"1617458208-1373596648",1617458208,-1373596648,3
"1617458208-1495441376",1617458208,-1495441376,3
"1617458208-523413488",1617458208,-523413488,3
"1461468190-800410603",1461468190,-800410603,4
"14614681901617458208",1461468190,1617458208,3
"14614681901461468178",1461468190,1461468178,5
"1461468190-1590645728",1461468190,-1590645728,3
"1461468190-523413474",1461468190,-523413474,4
"14614681902052363296",1461468190,2052363296,3
"1461468190-346650592",1461468190,-346650592,3
"1461468190-1373596648",1461468190,-1373596648,4
"14614681901721895960",1461468190,1721895960,4
"1461468190-523413488",1461468190,-523413488,3
"1461468190994983952",1461468190,994983952,3
"1461468190-1540790240",1461468190,-1540790240,3
"-21135666861874259992",-2113566686,1874259992,1
"-2113566686-1227738083",-2113566686,-1227738083,1
"1059610640833217560",1059610640,833217560,1
"1059610640803723282",1059610640,803723282,1
"10596106401285775397",1059610640,1285775397,1
"1059610640-2113566686",1059610640,-2113566686,1
"10596106401586789420",1059610640,1586789420,1
"693280-2035924960",693280,-2035924960,1
"6932801617458208",693280,1617458208,1
"1391111200-2035924960",1391111200,-2035924960,1
"13911112001617458208",1391111200,1617458208,1
"1391111200693280",1391111200,693280,1
"1461468178-2035924960",1461468178,-2035924960,1
"14614681781617458208",1461468178,1617458208,1
"-1590645728-2035924960",-1590645728,-2035924960,1
"-15906457281617458208",-1590645728,1617458208,1
"-1590645728693280",-1590645728,693280,1
"-15906457281461468178",-1590645728,1461468178,1
"-523413474-2035924960",-523413474,-2035924960,1
"-5234134741617458208",-523413474,1617458208,1
"2052363296-2035924960",2052363296,-2035924960,1
"20523632961617458208",2052363296,1617458208,1
"2052363296693280",2052363296,693280,1
"20523632961461468178",2052363296,1461468178,1
"2052363296-523413474",2052363296,-523413474,1
"-346650592-2035924960",-346650592,-2035924960,1
"-3466505921617458208",-346650592,1617458208,1
"-639200240-2035924960",-639200240,-2035924960,1
"-6392002401617458208",-639200240,1617458208,1
"-639200240693280",-639200240,693280,1
"-6392002401461468178",-639200240,1461468178,1
"-639200240-523413474",-639200240,-523413474,1
"-639200240-346650592",-639200240,-346650592,1
"-1373596648-2035924960",-1373596648,-2035924960,1
"-13735966481617458208",-1373596648,1617458208,1
"1721895960-2035924960",1721895960,-2035924960,1
"17218959601617458208",1721895960,1617458208,1
"1721895960-346650592",1721895960,-346650592,1
"425803805-2035924960",425803805,-2035924960,1
"4258038051617458208",425803805,1617458208,1
"-1495441376-2035924960",-1495441376,-2035924960,1
"-14954413761617458208",-1495441376,1617458208,1
"-1495441376693280",-1495441376,693280,1
"-14954413761461468178",-1495441376,1461468178,1
"-1495441376-523413474",-1495441376,-523413474,1
"-1495441376-1373596648",-1495441376,-1373596648,1
"-1495441376425803805",-1495441376,425803805,1
"-523413488-2035924960",-523413488,-2035924960,1
"-5234134881617458208",-523413488,1617458208,1
"1461468178-1495441376",1461468178,-1495441376,3
"-639200240-1495441376",-639200240,-1495441376,3
"6932801721895960",693280,1721895960,1
"425803805-523413474",425803805,-523413474,3
"425803805693280",425803805,693280,3
"693280-1495441376",693280,-1495441376,3
"425803805-346650592",425803805,-346650592,3
"-1540790240994983952",-1540790240,994983952,3
"-1590645728994983952",-1590645728,994983952,3
"693280-639200240",693280,-639200240,3
"13911112001721895960",1391111200,1721895960,3
"-1540790240-800410603",-1540790240,-800410603,3
"6932801391111200",693280,1391111200,3
"693280-1590645728",693280,-1590645728,3
"6932802052363296",693280,2052363296,3
"1721895960693280",1721895960,693280,3
"693280994983952",693280,994983952,3
"693280-800410603",693280,-800410603,3
"1461468178-1590645728",1461468178,-1590645728,3
"-5234134742052363296",-523413474,2052363296,3
"1391111200-1590645728",1391111200,-1590645728,3
"-346650592-639200240",-346650592,-639200240,3
"13911112002052363296",1391111200,2052363296,3
"-3466505921461468178",-346650592,1461468178,3
"1391111200-639200240",1391111200,-639200240,3
"-1373596648-346650592",-1373596648,-346650592,3
"4258038051461468178",425803805,1461468178,3
"1391111200-1495441376",1391111200,-1495441376,3
"-5234134881461468178",-523413488,1461468178,3
"1391111200994983952",1391111200,994983952,3
"1391111200-800410603",1391111200,-800410603,3
"-15407902401391111200",-1540790240,1391111200,3
"14614681782052363296",1461468178,2052363296,3
"1461468178-639200240",1461468178,-639200240,3
"17218959601461468178",1721895960,1461468178,4
"1461468178994983952",1461468178,994983952,3
