"id","id_first","id_second","weight"
"14989855066986784",1498985506,6986784,1
"1498985506-1548683237",1498985506,-1548683237,1
"14989855061498985493",1498985506,1498985493,1
"1498985506-2003527646",1498985506,-2003527646,1
"1498985506472754194",1498985506,472754194,1
"-7634882221461468190",-763488222,1461468190,1
"-763488222-1689963488",-763488222,-1689963488,1
"-7634882226986784",-763488222,6986784,1
"-763488222472754194",-763488222,472754194,1
"-531692526-1689963488",-531692526,-1689963488,1
"-5316925266986784",-531692526,6986784,1
"-531692526-1548683237",-531692526,-1548683237,1
"-531692526-2003527646",-531692526,-2003527646,1
"-5316925261498985506",-531692526,1498985506,1
"472754194-1689963488",472754194,-1689963488,1
"4727541946986784",472754194,6986784,1
"472754194-1548683237",472754194,-1548683237,1
"4727541941498985493",472754194,1498985493,1
"472754194-2003527646",472754194,-2003527646,1
"4727541941498985506",472754194,1498985506,1
"-1040900075-1834945502",-1040900075,-1834945502,1
"-1040900075-1224754148",-1040900075,-1224754148,1
"-1040900075-1103889387",-1040900075,-1103889387,1
"-1040900075637186066",-1040900075,637186066,1
"-1040900075544833552",-1040900075,544833552,1
"-10409000752092207133",-1040900075,2092207133,1
"-10409000751405758496",-1040900075,1405758496,1
"-1040900075394772524",-1040900075,394772524,1
"-1040900075827525149",-1040900075,827525149,1
"-10409000751362783253",-1040900075,1362783253,1
"-10409000751165976592",-1040900075,1165976592,1
"-1040900075-391618544",-1040900075,-391618544,1
"-10409000751995353108",-1040900075,1995353108,1
"-1040900075-737251312",-1040900075,-737251312,1
"-1834945502-1040900075",-1834945502,-1040900075,1
"-1834945502-1224754148",-1834945502,-1224754148,1
"-1834945502-1103889387",-1834945502,-1103889387,1
"-1834945502637186066",-1834945502,637186066,1
"-18349455022092207133",-1834945502,2092207133,1
"-18349455021405758496",-1834945502,1405758496,1
"-1834945502394772524",-1834945502,394772524,1
"-1834945502827525149",-1834945502,827525149,1
"-18349455021362783253",-1834945502,1362783253,1
"-18349455021165976592",-1834945502,1165976592,1
"-1834945502-391618544",-1834945502,-391618544,1
"-18349455021995353108",-1834945502,1995353108,1
"-1834945502-737251312",-1834945502,-737251312,1
"-1224754148-1040900075",-1224754148,-1040900075,1
"-1224754148-1834945502",-1224754148,-1834945502,1
"-1224754148-1103889387",-1224754148,-1103889387,1
"-1224754148637186066",-1224754148,637186066,1
"-1224754148544833552",-1224754148,544833552,1
"-12247541482092207133",-1224754148,2092207133,1
"-12247541481405758496",-1224754148,1405758496,1
"-1224754148394772524",-1224754148,394772524,1
"-1224754148827525149",-1224754148,827525149,1
"-12247541481362783253",-1224754148,1362783253,1
"-12247541481165976592",-1224754148,1165976592,1
"-1224754148-391618544",-1224754148,-391618544,1
"-12247541481995353108",-1224754148,1995353108,1
"-1224754148-737251312",-1224754148,-737251312,1
"-1103889387-1040900075",-1103889387,-1040900075,1
"-1103889387-1834945502",-1103889387,-1834945502,1
"-1103889387-1224754148",-1103889387,-1224754148,1
"-1103889387637186066",-1103889387,637186066,1
"-1103889387544833552",-1103889387,544833552,1
"-11038893872092207133",-1103889387,2092207133,1
"-11038893871405758496",-1103889387,1405758496,1
"-1103889387394772524",-1103889387,394772524,1
"-1103889387827525149",-1103889387,827525149,1
"-11038893871362783253",-1103889387,1362783253,1
"-11038893871165976592",-1103889387,1165976592,1
"-1103889387-391618544",-1103889387,-391618544,1
"-11038893871995353108",-1103889387,1995353108,1
"-1103889387-737251312",-1103889387,-737251312,1
"637186066-1040900075",637186066,-1040900075,1
"637186066-1834945502",637186066,-1834945502,1
"637186066-1224754148",637186066,-1224754148,1
"637186066-1103889387",637186066,-1103889387,1
"637186066544833552",637186066,544833552,1
"6371860662092207133",637186066,2092207133,1
"6371860661405758496",637186066,1405758496,1
"637186066394772524",637186066,394772524,1
"637186066827525149",637186066,827525149,1
"6371860661362783253",637186066,1362783253,1
"6371860661165976592",637186066,1165976592,1
"637186066-391618544",637186066,-391618544,1
"6371860661995353108",637186066,1995353108,1
"637186066-737251312",637186066,-737251312,1
"544833552-1040900075",544833552,-1040900075,1
"544833552-1224754148",544833552,-1224754148,1
"544833552-1103889387",544833552,-1103889387,1
"544833552637186066",544833552,637186066,1
"5448335522092207133",544833552,2092207133,1
"5448335521405758496",544833552,1405758496,1
"544833552394772524",544833552,394772524,1
"544833552827525149",544833552,827525149,1
"5448335521362783253",544833552,1362783253,1
"5448335521165976592",544833552,1165976592,1
"544833552-391618544",544833552,-391618544,1
"5448335521995353108",544833552,1995353108,1
"544833552-737251312",544833552,-737251312,1
"2092207133-1040900075",2092207133,-1040900075,1
"2092207133-1834945502",2092207133,-1834945502,1
"2092207133-1224754148",2092207133,-1224754148,1
"2092207133-1103889387",2092207133,-1103889387,1
"2092207133637186066",2092207133,637186066,1
"2092207133544833552",2092207133,544833552,1
"20922071331405758496",2092207133,1405758496,1
"2092207133394772524",2092207133,394772524,1
"2092207133827525149",2092207133,827525149,1
"20922071331362783253",2092207133,1362783253,1
"20922071331165976592",2092207133,1165976592,1
"2092207133-391618544",2092207133,-391618544,1
"20922071331995353108",2092207133,1995353108,1
"2092207133-737251312",2092207133,-737251312,1
"1405758496-1040900075",1405758496,-1040900075,1
"1405758496-1834945502",1405758496,-1834945502,1
"1405758496-1224754148",1405758496,-1224754148,1
"1405758496-1103889387",1405758496,-1103889387,1
"1405758496637186066",1405758496,637186066,1
"1405758496544833552",1405758496,544833552,1
"14057584962092207133",1405758496,2092207133,1
"1405758496394772524",1405758496,394772524,1
"1405758496827525149",1405758496,827525149,1
"14057584961362783253",1405758496,1362783253,1
"14057584961165976592",1405758496,1165976592,1
"1405758496-391618544",1405758496,-391618544,1
"14057584961995353108",1405758496,1995353108,1
"1405758496-737251312",1405758496,-737251312,1
"394772524-1040900075",394772524,-1040900075,1
"394772524-1834945502",394772524,-1834945502,1
"394772524-1224754148",394772524,-1224754148,1
"394772524-1103889387",394772524,-1103889387,1
"394772524637186066",394772524,637186066,1
"394772524544833552",394772524,544833552,1
"3947725242092207133",394772524,2092207133,1
"3947725241405758496",394772524,1405758496,1
"394772524827525149",394772524,827525149,1
"3947725241362783253",394772524,1362783253,1
"3947725241165976592",394772524,1165976592,1
"394772524-391618544",394772524,-391618544,1
"3947725241995353108",394772524,1995353108,1
"394772524-737251312",394772524,-737251312,1
"827525149-1040900075",827525149,-1040900075,1
"827525149-1834945502",827525149,-1834945502,1
"827525149-1224754148",827525149,-1224754148,1
"827525149-1103889387",827525149,-1103889387,1
"827525149637186066",827525149,637186066,1
"827525149544833552",827525149,544833552,1
"8275251492092207133",827525149,2092207133,1
"8275251491405758496",827525149,1405758496,1
"827525149394772524",827525149,394772524,1
"8275251491362783253",827525149,1362783253,1
"8275251491165976592",827525149,1165976592,1
"8275251491995353108",827525149,1995353108,1
"827525149-737251312",827525149,-737251312,1
"1362783253-1040900075",1362783253,-1040900075,1
"1362783253-1834945502",1362783253,-1834945502,1
"1362783253-1224754148",1362783253,-1224754148,1
"1362783253-1103889387",1362783253,-1103889387,1
"1362783253637186066",1362783253,637186066,1
"1362783253544833552",1362783253,544833552,1
"13627832532092207133",1362783253,2092207133,1
"13627832531405758496",1362783253,1405758496,1
"1362783253394772524",1362783253,394772524,1
"1362783253827525149",1362783253,827525149,1
"13627832531165976592",1362783253,1165976592,1
"1362783253-391618544",1362783253,-391618544,1
"13627832531995353108",1362783253,1995353108,1
"1362783253-737251312",1362783253,-737251312,1
"1165976592-1040900075",1165976592,-1040900075,1
"1165976592-1834945502",1165976592,-1834945502,1
"1165976592-1224754148",1165976592,-1224754148,1
"1165976592-1103889387",1165976592,-1103889387,1
"1165976592637186066",1165976592,637186066,1
"1165976592544833552",1165976592,544833552,1
"11659765922092207133",1165976592,2092207133,1
"11659765921405758496",1165976592,1405758496,1
"1165976592394772524",1165976592,394772524,1
"1165976592827525149",1165976592,827525149,1
"11659765921362783253",1165976592,1362783253,1
"1165976592-391618544",1165976592,-391618544,1
"11659765921995353108",1165976592,1995353108,1
"1165976592-737251312",1165976592,-737251312,1
"-391618544-1040900075",-391618544,-1040900075,1
"-391618544-1834945502",-391618544,-1834945502,1
"-391618544-1224754148",-391618544,-1224754148,1
"-391618544-1103889387",-391618544,-1103889387,1
"-391618544637186066",-391618544,637186066,1
"-391618544544833552",-391618544,544833552,1
"-3916185442092207133",-391618544,2092207133,1
"-3916185441405758496",-391618544,1405758496,1
"-391618544394772524",-391618544,394772524,1
"-3916185441362783253",-391618544,1362783253,1
"-3916185441165976592",-391618544,1165976592,1
"-3916185441995353108",-391618544,1995353108,1
"-391618544-737251312",-391618544,-737251312,1
"1995353108-1040900075",1995353108,-1040900075,1
"1995353108-1834945502",1995353108,-1834945502,1
"1995353108-1224754148",1995353108,-1224754148,1
"1995353108-1103889387",1995353108,-1103889387,1
"1995353108637186066",1995353108,637186066,1
"1995353108544833552",1995353108,544833552,1
"19953531082092207133",1995353108,2092207133,1
"19953531081405758496",1995353108,1405758496,1
"1995353108394772524",1995353108,394772524,1
"1995353108827525149",1995353108,827525149,1
"19953531081362783253",1995353108,1362783253,1
"19953531081165976592",1995353108,1165976592,1
"1995353108-391618544",1995353108,-391618544,1
"1995353108-737251312",1995353108,-737251312,1
"-737251312-1040900075",-737251312,-1040900075,1
"-737251312-1834945502",-737251312,-1834945502,1
"-737251312-1224754148",-737251312,-1224754148,1
"-737251312-1103889387",-737251312,-1103889387,1
"-737251312637186066",-737251312,637186066,1
"-737251312544833552",-737251312,544833552,1
"-7372513122092207133",-737251312,2092207133,1
"-7372513121405758496",-737251312,1405758496,1
"-737251312394772524",-737251312,394772524,1
"-737251312827525149",-737251312,827525149,1
"-7372513121362783253",-737251312,1362783253,1
"-7372513121165976592",-737251312,1165976592,1
"-737251312-391618544",-737251312,-391618544,1
"-7372513121995353108",-737251312,1995353108,1
"17255373042018412572",1725537304,2018412572,1
"1725537304-1648897006",1725537304,-1648897006,1
"1725537304-1040900078",1725537304,-1040900078,1
"20184125721725537304",2018412572,1725537304,1
"2018412572-1648897006",2018412572,-1648897006,1
"2018412572-1040900078",2018412572,-1040900078,1
"-16488970061725537304",-1648897006,1725537304,1
"-16488970062018412572",-1648897006,2018412572,1
"-1648897006-1040900078",-1648897006,-1040900078,1
"-10409000781725537304",-1040900078,1725537304,1
"-10409000782018412572",-1040900078,2018412572,1
"-1040900078-1648897006",-1040900078,-1648897006,1
"-1888367598991408148",-1888367598,991408148,1
"-1888367598-1648897006",-1888367598,-1648897006,1
"-1888367598-120213475",-1888367598,-120213475,1
"-1888367598-1888367592",-1888367598,-1888367592,1
"-18883675981966974992",-1888367598,1966974992,1
"-1888367598863760421",-1888367598,863760421,1
"991408148-1888367598",991408148,-1888367598,1
"991408148-1648897006",991408148,-1648897006,1
"991408148-1382915051",991408148,-1382915051,1
"991408148-1888367592",991408148,-1888367592,1
"991408148-986257379",991408148,-986257379,1
"9914081481966974992",991408148,1966974992,1
"991408148-1976659948",991408148,-1976659948,1
"991408148-1969368030",991408148,-1969368030,1
"-1648897006-1888367598",-1648897006,-1888367598,1
"-1648897006991408148",-1648897006,991408148,1
"-1648897006-1382915051",-1648897006,-1382915051,1
"-1648897006-120213475",-1648897006,-120213475,1
"-1648897006-1888367592",-1648897006,-1888367592,1
"-1648897006-986257379",-1648897006,-986257379,1
"-16488970061966974992",-1648897006,1966974992,1
"-1648897006-1976659948",-1648897006,-1976659948,1
"-1648897006863760421",-1648897006,863760421,1
"-1648897006-1969368030",-1648897006,-1969368030,1
"-1382915051991408148",-1382915051,991408148,1
"-1382915051-1648897006",-1382915051,-1648897006,1
"-1382915051-120213475",-1382915051,-120213475,1
"-1382915051-1888367592",-1382915051,-1888367592,1
"-13829150511966974992",-1382915051,1966974992,1
"-1382915051863760421",-1382915051,863760421,1
"-120213475-1888367598",-120213475,-1888367598,1
"-120213475-1648897006",-120213475,-1648897006,1
"-120213475-1382915051",-120213475,-1382915051,1
"-120213475-1888367592",-120213475,-1888367592,1
"-120213475-986257379",-120213475,-986257379,1
"-1202134751966974992",-120213475,1966974992,1
"-120213475-1976659948",-120213475,-1976659948,1
"-120213475-1969368030",-120213475,-1969368030,1
"-1888367592-1888367598",-1888367592,-1888367598,1
"-1888367592991408148",-1888367592,991408148,1
"-1888367592-1648897006",-1888367592,-1648897006,1
"-1888367592-1382915051",-1888367592,-1382915051,1
"-1888367592-120213475",-1888367592,-120213475,1
"-1888367592-986257379",-1888367592,-986257379,1
"-18883675921966974992",-1888367592,1966974992,1
"-1888367592-1976659948",-1888367592,-1976659948,1
"-1888367592863760421",-1888367592,863760421,1
"-1888367592-1969368030",-1888367592,-1969368030,1
"-986257379991408148",-986257379,991408148,1
"-986257379-1648897006",-986257379,-1648897006,1
"-986257379-120213475",-986257379,-120213475,1
"-986257379-1888367592",-986257379,-1888367592,1
"-9862573791966974992",-986257379,1966974992,1
"-986257379863760421",-986257379,863760421,1
"1966974992-1888367598",1966974992,-1888367598,1
"1966974992991408148",1966974992,991408148,1
"1966974992-1648897006",1966974992,-1648897006,1
"1966974992-1382915051",1966974992,-1382915051,1
"1966974992-120213475",1966974992,-120213475,1
"1966974992-1888367592",1966974992,-1888367592,1
"1966974992-986257379",1966974992,-986257379,1
"1966974992-1976659948",1966974992,-1976659948,1
"1966974992863760421",1966974992,863760421,1
"1966974992-1969368030",1966974992,-1969368030,1
"-1976659948991408148",-1976659948,991408148,1
"-1976659948-1648897006",-1976659948,-1648897006,1
"-1976659948-120213475",-1976659948,-120213475,1
"-1976659948-1888367592",-1976659948,-1888367592,1
"-19766599481966974992",-1976659948,1966974992,1
"-1976659948863760421",-1976659948,863760421,1
"863760421-1888367598",863760421,-1888367598,1
"863760421-1648897006",863760421,-1648897006,1
"863760421-1382915051",863760421,-1382915051,1
"863760421-1888367592",863760421,-1888367592,1
"863760421-986257379",863760421,-986257379,1
"8637604211966974992",863760421,1966974992,1
"863760421-1976659948",863760421,-1976659948,1
"863760421-1969368030",863760421,-1969368030,1
"-1969368030991408148",-1969368030,991408148,1
"-1969368030-1648897006",-1969368030,-1648897006,1
"-1969368030-120213475",-1969368030,-120213475,1
"-1969368030-1888367592",-1969368030,-1888367592,1
"-19693680301966974992",-1969368030,1966974992,1
"-1969368030863760421",-1969368030,863760421,1
"1901172757688372768",1901172757,688372768,1
"19011727571288727576",1901172757,1288727576,1
"190117275778253088",1901172757,78253088,1
"1901172757-143122413",1901172757,-143122413,1
"19011727571381556244",1901172757,1381556244,1
"1901172757-1244435422",1901172757,-1244435422,1
"1901172757-771259371",1901172757,-771259371,1
"1901172757-1224754142",1901172757,-1224754142,1
"-16488970061901172757",-1648897006,1901172757,1
"-1648897006688372768",-1648897006,688372768,1
"-16488970061288727576",-1648897006,1288727576,1
"-164889700678253088",-1648897006,78253088,1
"-1648897006-143122413",-1648897006,-143122413,1
"-16488970061381556244",-1648897006,1381556244,1
"-16488970061816126485",-1648897006,1816126485,3
"-1648897006637186067",-1648897006,637186067,3
"-1648897006-1244435422",-1648897006,-1244435422,1
"-1648897006-771259371",-1648897006,-771259371,1
"-1648897006-1224754142",-1648897006,-1224754142,1
"6883727681901172757",688372768,1901172757,1
"688372768-1648897006",688372768,-1648897006,1
"6883727681288727576",688372768,1288727576,1
"688372768637186067",688372768,637186067,1
"68837276878253088",688372768,78253088,1
"6883727681816126485",688372768,1816126485,1
"688372768-143122413",688372768,-143122413,1
"6883727681381556244",688372768,1381556244,1
"688372768-1244435422",688372768,-1244435422,1
"688372768-771259371",688372768,-771259371,1
"688372768-1224754142",688372768,-1224754142,1
"12887275761901172757",1288727576,1901172757,1
"1288727576-1648897006",1288727576,-1648897006,1
"1288727576688372768",1288727576,688372768,1
"1288727576637186067",1288727576,637186067,1
"12887275761816126485",1288727576,1816126485,1
"1288727576-143122413",1288727576,-143122413,1
"12887275761381556244",1288727576,1381556244,1
"1288727576-771259371",1288727576,-771259371,1
"637186067-1648897006",637186067,-1648897006,1
"637186067688372768",637186067,688372768,1
"6371860671288727576",637186067,1288727576,1
"63718606778253088",637186067,78253088,1
"637186067-143122413",637186067,-143122413,1
"6371860671381556244",637186067,1381556244,1
"637186067-1244435422",637186067,-1244435422,1
"637186067-771259371",637186067,-771259371,1
"637186067-1224754142",637186067,-1224754142,1
"782530881901172757",78253088,1901172757,1
"78253088-1648897006",78253088,-1648897006,1
"78253088688372768",78253088,688372768,1
"78253088637186067",78253088,637186067,1
"782530881816126485",78253088,1816126485,1
"78253088-143122413",78253088,-143122413,1
"782530881381556244",78253088,1381556244,1
"78253088-771259371",78253088,-771259371,1
"1816126485-1648897006",1816126485,-1648897006,1
"1816126485688372768",1816126485,688372768,1
"18161264851288727576",1816126485,1288727576,1
"181612648578253088",1816126485,78253088,1
"1816126485-143122413",1816126485,-143122413,1
"18161264851381556244",1816126485,1381556244,1
"1816126485-1244435422",1816126485,-1244435422,1
"1816126485-771259371",1816126485,-771259371,1
"1816126485-1224754142",1816126485,-1224754142,1
"-1431224131901172757",-143122413,1901172757,1
"-143122413-1648897006",-143122413,-1648897006,1
"-143122413688372768",-143122413,688372768,1
"-1431224131288727576",-143122413,1288727576,1
"-143122413637186067",-143122413,637186067,1
"-14312241378253088",-143122413,78253088,1
"-1431224131816126485",-143122413,1816126485,1
"-143122413-1244435422",-143122413,-1244435422,1
"-143122413-1224754142",-143122413,-1224754142,1
"13815562441901172757",1381556244,1901172757,1
"1381556244-1648897006",1381556244,-1648897006,1
"1381556244688372768",1381556244,688372768,1
"13815562441288727576",1381556244,1288727576,1
"1381556244637186067",1381556244,637186067,1
"138155624478253088",1381556244,78253088,1
"13815562441816126485",1381556244,1816126485,1
"1381556244-1244435422",1381556244,-1244435422,1
"1381556244-1224754142",1381556244,-1224754142,1
"-12444354221901172757",-1244435422,1901172757,1
"-1244435422-1648897006",-1244435422,-1648897006,1
"-1244435422688372768",-1244435422,688372768,1
"-1244435422637186067",-1244435422,637186067,1
"-12444354221816126485",-1244435422,1816126485,1
"-1244435422-143122413",-1244435422,-143122413,1
"-12444354221381556244",-1244435422,1381556244,1
"-1244435422-771259371",-1244435422,-771259371,1
"-7712593711901172757",-771259371,1901172757,1
"-771259371-1648897006",-771259371,-1648897006,1
"-771259371688372768",-771259371,688372768,1
"-7712593711288727576",-771259371,1288727576,1
"-771259371637186067",-771259371,637186067,1
"-77125937178253088",-771259371,78253088,1
"-7712593711816126485",-771259371,1816126485,1
"-771259371-1244435422",-771259371,-1244435422,1
"-771259371-1224754142",-771259371,-1224754142,1
"-12247541421901172757",-1224754142,1901172757,1
"-1224754142-1648897006",-1224754142,-1648897006,1
"-1224754142688372768",-1224754142,688372768,1
"-1224754142637186067",-1224754142,637186067,1
"-12247541421816126485",-1224754142,1816126485,1
"-1224754142-143122413",-1224754142,-143122413,1
"-12247541421381556244",-1224754142,1381556244,1
"-1224754142-771259371",-1224754142,-771259371,1
"6597959842114243616",659795984,2114243616,1
"659795984-1648897006",659795984,-1648897006,1
"659795984-1103889387",659795984,-1103889387,1
"659795984841640992",659795984,841640992,1
"6597959841268155421",659795984,1268155421,1
"659795984-73055186",659795984,-73055186,1
"659795984-720530404",659795984,-720530404,1
"659795984-138258411",659795984,-138258411,1
"659795984-1103889362",659795984,-1103889362,1
"659795984-1950489568",659795984,-1950489568,1
"2114243616659795984",2114243616,659795984,1
"2114243616-1648897006",2114243616,-1648897006,1
"2114243616-1103889387",2114243616,-1103889387,1
"21142436161268155421",2114243616,1268155421,1
"2114243616-73055186",2114243616,-73055186,1
"2114243616-720530404",2114243616,-720530404,1
"2114243616-138258411",2114243616,-138258411,1
"2114243616-1103889362",2114243616,-1103889362,1
"-1648897006659795984",-1648897006,659795984,1
"-16488970062114243616",-1648897006,2114243616,1
"-1648897006-1103889387",-1648897006,-1103889387,1
"-1648897006841640992",-1648897006,841640992,1
"-16488970061268155421",-1648897006,1268155421,1
"-1648897006-73055186",-1648897006,-73055186,1
"-1648897006-720530404",-1648897006,-720530404,1
"-1648897006-138258411",-1648897006,-138258411,1
"-1648897006-1103889362",-1648897006,-1103889362,1
"-1648897006-1950489568",-1648897006,-1950489568,1
"-1103889387659795984",-1103889387,659795984,1
"-11038893872114243616",-1103889387,2114243616,1
"-1103889387-1648897006",-1103889387,-1648897006,1
"-1103889387841640992",-1103889387,841640992,1
"-1103889387-73055186",-1103889387,-73055186,1
"-1103889387-720530404",-1103889387,-720530404,1
"-1103889387-138258411",-1103889387,-138258411,1
"-1103889387-1950489568",-1103889387,-1950489568,1
"841640992659795984",841640992,659795984,1
"841640992-1648897006",841640992,-1648897006,1
"841640992-1103889387",841640992,-1103889387,1
"8416409921268155421",841640992,1268155421,1
"841640992-73055186",841640992,-73055186,1
"841640992-720530404",841640992,-720530404,1
"841640992-138258411",841640992,-138258411,1
"841640992-1103889362",841640992,-1103889362,1
"841640992-1950489568",841640992,-1950489568,1
"1268155421659795984",1268155421,659795984,1
"12681554212114243616",1268155421,2114243616,1
"1268155421-1648897006",1268155421,-1648897006,1
"1268155421841640992",1268155421,841640992,1
"1268155421-73055186",1268155421,-73055186,1
"1268155421-720530404",1268155421,-720530404,1
"1268155421-138258411",1268155421,-138258411,1
"1268155421-1950489568",1268155421,-1950489568,1
"-73055186659795984",-73055186,659795984,1
"-730551862114243616",-73055186,2114243616,1
"-73055186-1648897006",-73055186,-1648897006,1
"-73055186-1103889387",-73055186,-1103889387,1
"-73055186841640992",-73055186,841640992,1
"-730551861268155421",-73055186,1268155421,1
"-73055186-138258411",-73055186,-138258411,1
"-73055186-1103889362",-73055186,-1103889362,1
"-73055186-1950489568",-73055186,-1950489568,1
"-720530404659795984",-720530404,659795984,1
"-7205304042114243616",-720530404,2114243616,1
"-720530404-1648897006",-720530404,-1648897006,1
"-720530404-1103889387",-720530404,-1103889387,1
"-720530404841640992",-720530404,841640992,1
"-7205304041268155421",-720530404,1268155421,1
"-720530404-138258411",-720530404,-138258411,1
"-720530404-1103889362",-720530404,-1103889362,1
"-720530404-1950489568",-720530404,-1950489568,1
"-138258411659795984",-138258411,659795984,1
"-1382584112114243616",-138258411,2114243616,1
"-138258411-1648897006",-138258411,-1648897006,1
"-138258411-1103889387",-138258411,-1103889387,1
"-138258411841640992",-138258411,841640992,1
"-1382584111268155421",-138258411,1268155421,1
"-138258411-73055186",-138258411,-73055186,1
"-138258411-720530404",-138258411,-720530404,1
"-138258411-1103889362",-138258411,-1103889362,1
"-138258411-1950489568",-138258411,-1950489568,1
"-1103889362659795984",-1103889362,659795984,1
"-11038893622114243616",-1103889362,2114243616,1
"-1103889362-1648897006",-1103889362,-1648897006,1
"-1103889362841640992",-1103889362,841640992,1
"-1103889362-73055186",-1103889362,-73055186,1
"-1103889362-720530404",-1103889362,-720530404,1
"-1103889362-138258411",-1103889362,-138258411,1
"-1103889362-1950489568",-1103889362,-1950489568,1
"-1950489568659795984",-1950489568,659795984,1
"-1950489568-1648897006",-1950489568,-1648897006,1
"-1950489568-1103889387",-1950489568,-1103889387,1
"-1950489568841640992",-1950489568,841640992,1
"-19504895681268155421",-1950489568,1268155421,1
"-1950489568-73055186",-1950489568,-73055186,1
"-1950489568-720530404",-1950489568,-720530404,1
"-1950489568-138258411",-1950489568,-138258411,1
"-1950489568-1103889362",-1950489568,-1103889362,1
"-1413908321901172757",-141390832,1901172757,1
"-141390832-1648897006",-141390832,-1648897006,1
"-1413908321816126485",-141390832,1816126485,1
"1901172757-141390832",1901172757,-141390832,1
"1901172757-1687034856",1901172757,-1687034856,1
"1901172757-525078497",1901172757,-525078497,1
"1901172757-771259374",1901172757,-771259374,1
"1901172757-1161047012",1901172757,-1161047012,1
"19011727571529301008",1901172757,1529301008,1
"1901172757566180897",1901172757,566180897,1
"-1648897006-141390832",-1648897006,-141390832,1
"1901172757-1648897006",1901172757,-1648897006,3
"-1648897006-1687034856",-1648897006,-1687034856,1
"-1648897006-525078497",-1648897006,-525078497,1
"-1648897006-771259374",-1648897006,-771259374,1
"-1648897006-1161047012",-1648897006,-1161047012,1
"-16488970061529301008",-1648897006,1529301008,1
"-1648897006566180897",-1648897006,566180897,1
"-16870348561901172757",-1687034856,1901172757,1
"-1687034856-1648897006",-1687034856,-1648897006,1
"-16870348561816126485",-1687034856,1816126485,1
"1816126485-141390832",1816126485,-141390832,1
"1816126485-1687034856",1816126485,-1687034856,1
"1816126485-525078497",1816126485,-525078497,1
"1816126485-771259374",1816126485,-771259374,1
"1816126485-1161047012",1816126485,-1161047012,1
"18161264851529301008",1816126485,1529301008,1
"1816126485566180897",1816126485,566180897,1
"-5250784971901172757",-525078497,1901172757,1
"-525078497-1648897006",-525078497,-1648897006,1
"-5250784971816126485",-525078497,1816126485,1
"-7712593741901172757",-771259374,1901172757,1
"-771259374-1648897006",-771259374,-1648897006,1
"-7712593741816126485",-771259374,1816126485,1
"-11610470121901172757",-1161047012,1901172757,1
"-1161047012-1648897006",-1161047012,-1648897006,1
"-11610470121816126485",-1161047012,1816126485,1
"15293010081901172757",1529301008,1901172757,1
"1529301008-1648897006",1529301008,-1648897006,1
"15293010081816126485",1529301008,1816126485,1
"5661808971901172757",566180897,1901172757,1
"566180897-1648897006",566180897,-1648897006,1
"5661808971816126485",566180897,1816126485,1
"3892295861023100954",389229586,1023100954,1
"389229586-2141555688",389229586,-2141555688,1
"389229586-40564650",389229586,-40564650,1
"389229586-2141771758",389229586,-2141771758,1
"3892295861288727576",389229586,1288727576,1
"389229586-986257379",389229586,-986257379,1
"389229586431853645",389229586,431853645,1
"389229586-792413163",389229586,-792413163,1
"3892295861288727585",389229586,1288727585,1
"389229586-692900831",389229586,-692900831,1
"1023100954389229586",1023100954,389229586,1
"1023100954-2141555688",1023100954,-2141555688,1
"1023100954-40564650",1023100954,-40564650,1
"1023100954-2141771758",1023100954,-2141771758,1
"389229586-1383558058",389229586,-1383558058,1
"10231009541288727576",1023100954,1288727576,1
"1023100954-986257379",1023100954,-986257379,1
"1023100954431853645",1023100954,431853645,1
"1023100954-792413163",1023100954,-792413163,1
"10231009541288727585",1023100954,1288727585,1
"1023100954-692900831",1023100954,-692900831,1
"1023100954-1383558058",1023100954,-1383558058,1
"-2141555688389229586",-2141555688,389229586,1
"-21415556881023100954",-2141555688,1023100954,1
"-2141555688-40564650",-2141555688,-40564650,1
"-2141555688431853645",-2141555688,431853645,1
"-2141555688-792413163",-2141555688,-792413163,1
"-2141555688-692900831",-2141555688,-692900831,1
"-2141555688-1383558058",-2141555688,-1383558058,1
"-40564650389229586",-40564650,389229586,1
"-405646501023100954",-40564650,1023100954,1
"-40564650-2141555688",-40564650,-2141555688,1
"-40564650-2141771758",-40564650,-2141771758,1
"-405646501288727576",-40564650,1288727576,1
"-40564650-986257379",-40564650,-986257379,1
"-40564650431853645",-40564650,431853645,1
"-40564650-792413163",-40564650,-792413163,1
"-405646501288727585",-40564650,1288727585,1
"-40564650-692900831",-40564650,-692900831,1
"-40564650-1383558058",-40564650,-1383558058,1
"-2141771758389229586",-2141771758,389229586,1
"-21417717581023100954",-2141771758,1023100954,1
"-2141771758-40564650",-2141771758,-40564650,1
"-2141771758431853645",-2141771758,431853645,1
"-2141771758-792413163",-2141771758,-792413163,1
"-2141771758-692900831",-2141771758,-692900831,1
"-2141771758-1383558058",-2141771758,-1383558058,1
"1288727576389229586",1288727576,389229586,1
"12887275761023100954",1288727576,1023100954,1
"1288727576-40564650",1288727576,-40564650,1
"1288727576431853645",1288727576,431853645,1
"1288727576-792413163",1288727576,-792413163,1
"1288727576-1383558058",1288727576,-1383558058,1
"-986257379389229586",-986257379,389229586,1
"-9862573791023100954",-986257379,1023100954,1
"-986257379-40564650",-986257379,-40564650,1
"-986257379431853645",-986257379,431853645,1
"-986257379-792413163",-986257379,-792413163,1
"-986257379-692900831",-986257379,-692900831,1
